"n","dt","x1","x2","x3"
15,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
16,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
13,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
14,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
21,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
22,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
16,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
22,30,-0.344531365670264,-0.335143044125289,-0.068541768938303
17,30,0.0428093744661002,-0.0189500751028604,0.0267065432580078
22,30,0.204201349522918,0.112796995323151,0.0663933400064707
16,30,0.204201349522918,0.112796995323151,0.0663933400064707
17,30,0.204201349522918,0.112796995323151,0.0663933400064707
21,30,0.204201349522918,0.112796995323151,0.0663933400064707
20,30,0.204201349522918,0.112796995323151,0.0663933400064707
19,30,0.204201349522918,0.112796995323151,0.0663933400064707
17,30,0.204201349522918,0.112796995323151,0.0663933400064707
19,30,0.204201349522918,0.112796995323151,0.0663933400064707
20,30,0.204201349522918,0.112796995323151,0.0663933400064707
19,30,0.204684166213203,0.118119516091323,0.0273095906074894
13,30,0.208788108080626,0.163360942620784,-0.304902279283851
19,30,0.208788108080626,0.163360942620784,-0.304902279283851
19,30,0.208788108080626,0.163360942620784,-0.304902279283851
23,30,0.208788108080626,0.163360942620784,-0.304902279283851
21,30,0.208788108080626,0.163360942620784,-0.304902279283851
19,30,0.208788108080626,0.163360942620784,-0.304902279283851
17,30,0.208788108080626,0.163360942620784,-0.304902279283851
14,30,0.208788108080626,0.163360942620784,-0.304902279283851
25,30,0.208788108080626,0.163360942620784,-0.304902279283851
22,30,0.208788108080626,0.163360942620784,-0.304902279283851
21,30,-0.476584191633655,-0.357799892180732,0.0195837900308626
17,30,-0.750733111519367,-0.566264226101339,0.149378217756748
13,30,-0.750733111519367,-0.566264226101339,0.149378217756748
17,30,-0.750733111519367,-0.566264226101339,0.149378217756748
21,30,-0.750733111519367,-0.566264226101339,0.149378217756748
19,30,-0.750733111519367,-0.566264226101339,0.149378217756748
16,30,-0.750733111519367,-0.566264226101339,0.149378217756748
19,30,-0.750733111519367,-0.566264226101339,0.149378217756748
12,30,-0.750733111519367,-0.566264226101339,0.149378217756748
18,30,-0.750733111519367,-0.566264226101339,0.149378217756748
17,30,-0.750733111519367,-0.566264226101339,0.149378217756748
15,30,-0.750733111519367,-0.566264226101339,0.149378217756748
23,30,-0.425577932381598,-0.589330275624019,-0.618145341903943
17,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
17,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
16,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
10,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
14,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
19,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
13,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
14,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
16,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
13,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
18,30,-0.410798151511699,-0.590378732420504,-0.653032776433975
14,30,-0.289508582325652,-0.262419303546527,-0.480837482227279
22,30,0.155219838023186,0.940098602324724,0.150545263197273
20,30,0.155219838023186,0.940098602324724,0.150545263197273
23,30,0.155219838023186,0.940098602324724,0.150545263197273
21,30,0.155219838023186,0.940098602324724,0.150545263197273
21,30,0.155219838023186,0.940098602324724,0.150545263197273
22,30,0.155219838023186,0.940098602324724,0.150545263197273
20,30,0.155219838023186,0.940098602324724,0.150545263197273
22,30,0.155219838023186,0.940098602324724,0.150545263197273
21,30,0.155219838023186,0.940098602324724,0.150545263197273
26,30,0.241431873649932,0.667302895319433,0.555647261584034
20,30,0.261958548799157,0.60235153650865,0.652100118342787
22,30,0.261958548799157,0.60235153650865,0.652100118342787
24,30,0.261958548799157,0.60235153650865,0.652100118342787
26,30,0.261958548799157,0.60235153650865,0.652100118342787
16,30,0.261958548799157,0.60235153650865,0.652100118342787
25,30,0.261958548799157,0.60235153650865,0.652100118342787
19,30,0.261958548799157,0.60235153650865,0.652100118342787
22,30,0.261958548799157,0.60235153650865,0.652100118342787
17,30,0.0940102520672714,0.473409584202968,0.313397343571791
25,30,0.0240317950956523,0.419683770742267,0.172271187417209
22,30,0.0240317950956523,0.419683770742267,0.172271187417209
21,30,0.0240317950956523,0.419683770742267,0.172271187417209
25,30,0.0240317950956523,0.419683770742267,0.172271187417209
16,30,0.0240317950956523,0.419683770742267,0.172271187417209
24,30,0.0240317950956523,0.419683770742267,0.172271187417209
24,30,0.0240317950956523,0.419683770742267,0.172271187417209
22,30,0.0240317950956523,0.419683770742267,0.172271187417209
19,30,0.0166718125784476,-0.282970075863168,-0.365922676448367
12,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
11,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
12,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
18,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
14,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
17,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
12,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
14,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
15,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
13,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
16,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
18,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
12,30,0.0100478283129632,-0.915358537808061,-0.850297153927386
15,30,0.0448615554720163,-0.927108369860798,-0.630243754759431
14,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
15,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
14,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
16,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
11,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
13,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
13,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
14,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
16,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
11,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
18,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
12,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
17,30,0.0680707069113851,-0.93494159122929,-0.483541488647461
18,30,0.0964434740857946,-0.27520082748702,-0.450856822103055
15,30,0.114498871378601,0.144634203985333,-0.430057488847524
17,30,0.114498871378601,0.144634203985333,-0.430057488847524
22,30,0.114498871378601,0.144634203985333,-0.430057488847524
13,30,0.114498871378601,0.144634203985333,-0.430057488847524
16,30,0.114498871378601,0.144634203985333,-0.430057488847524
23,30,0.114498871378601,0.144634203985333,-0.430057488847524
22,30,0.114498871378601,0.144634203985333,-0.430057488847524
20,30,0.114498871378601,0.144634203985333,-0.430057488847524
19,30,0.114498871378601,0.144634203985333,-0.430057488847524
16,30,0.114498871378601,0.144634203985333,-0.430057488847524
18,30,0.528725607320666,-0.230383134136597,-0.00928407302126288
14,30,0.735838975291699,-0.417891803197563,0.201102634891868
19,30,0.735838975291699,-0.417891803197563,0.201102634891868
16,30,0.735838975291699,-0.417891803197563,0.201102634891868
12,30,0.735838975291699,-0.417891803197563,0.201102634891868
13,30,0.735838975291699,-0.417891803197563,0.201102634891868
20,30,0.735838975291699,-0.417891803197563,0.201102634891868
17,30,0.735838975291699,-0.417891803197563,0.201102634891868
17,30,0.735838975291699,-0.417891803197563,0.201102634891868
15,30,0.735838975291699,-0.417891803197563,0.201102634891868
21,30,0.735838975291699,-0.417891803197563,0.201102634891868
11,30,0.735838975291699,-0.417891803197563,0.201102634891868
17,30,0.717857425018926,-0.158560293397921,0.197166693999487
21,30,0.659417386632413,0.684267113450915,0.184374886099249
18,30,0.659417386632413,0.684267113450915,0.184374886099249
19,30,0.659417386632413,0.684267113450915,0.184374886099249
23,30,0.659417386632413,0.684267113450915,0.184374886099249
17,30,0.659417386632413,0.684267113450915,0.184374886099249
26,30,0.659417386632413,0.684267113450915,0.184374886099249
17,30,0.659417386632413,0.684267113450915,0.184374886099249
26,30,0.659417386632413,0.684267113450915,0.184374886099249
23,30,0.659417386632413,0.684267113450915,0.184374886099249
20,30,-0.346145969256759,0.190752027509734,-0.19725373913534
16,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
20,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
14,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
19,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
19,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
16,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
20,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
25,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
19,30,-0.777101693209261,-0.0207544378936291,-0.360808864235878
19,30,-0.714760724210033,-0.0131445863088103,-0.336016918336482
16,30,0.40737671777606,0.123832742217928,0.110238107852638
25,30,0.40737671777606,0.123832742217928,0.110238107852638
18,30,0.40737671777606,0.123832742217928,0.110238107852638
15,30,0.40737671777606,0.123832742217928,0.110238107852638
20,30,0.40737671777606,0.123832742217928,0.110238107852638
17,30,0.40737671777606,0.123832742217928,0.110238107852638
12,30,0.40737671777606,0.123832742217928,0.110238107852638
18,30,0.40737671777606,0.123832742217928,0.110238107852638
13,30,0.40737671777606,0.123832742217928,0.110238107852638
16,30,0.40737671777606,0.123832742217928,0.110238107852638
18,30,0.40737671777606,0.123832742217928,0.110238107852638
15,30,0.510736667364836,-0.167634457504998,-0.123675705182056
11,30,0.794976528733969,-0.969169256743044,-0.766938691027462
12,30,0.794976528733969,-0.969169256743044,-0.766938691027462
15,30,0.794976528733969,-0.969169256743044,-0.766938691027462
8,30,0.794976528733969,-0.969169256743044,-0.766938691027462
14,30,0.794976528733969,-0.969169256743044,-0.766938691027462
11,30,0.794976528733969,-0.969169256743044,-0.766938691027462
12,30,0.794976528733969,-0.969169256743044,-0.766938691027462
10,30,0.794976528733969,-0.969169256743044,-0.766938691027462
12,30,0.794976528733969,-0.969169256743044,-0.766938691027462
7,30,0.794976528733969,-0.969169256743044,-0.766938691027462
13,30,0.794976528733969,-0.969169256743044,-0.766938691027462
12,30,0.794976528733969,-0.969169256743044,-0.766938691027462
11,30,0.794976528733969,-0.969169256743044,-0.766938691027462
11,30,0.794976528733969,-0.969169256743044,-0.766938691027462
8,30,0.794976528733969,-0.969169256743044,-0.766938691027462
13,30,0.794976528733969,-0.969169256743044,-0.766938691027462
13,30,0.794976528733969,-0.969169256743044,-0.766938691027462
15,30,-0.193432608246803,-0.141757727693766,0.358989323861897
18,30,-0.440534892491996,0.065095154568553,0.640471327584237
23,30,-0.440534892491996,0.065095154568553,0.640471327584237
18,30,-0.440534892491996,0.065095154568553,0.640471327584237
22,30,-0.440534892491996,0.065095154568553,0.640471327584237
22,30,-0.440534892491996,0.065095154568553,0.640471327584237
16,30,-0.440534892491996,0.065095154568553,0.640471327584237
23,30,-0.440534892491996,0.065095154568553,0.640471327584237
29,30,-0.440534892491996,0.065095154568553,0.640471327584237
24,30,-0.470594451432892,0.315426126471721,0.481810029867726
29,30,-0.543596237432212,0.923372772522271,0.0964897354133427
21,30,-0.543596237432212,0.923372772522271,0.0964897354133427
28,30,-0.543596237432212,0.923372772522271,0.0964897354133427
18,30,-0.543596237432212,0.923372772522271,0.0964897354133427
23,30,-0.543596237432212,0.923372772522271,0.0964897354133427
19,30,-0.543596237432212,0.923372772522271,0.0964897354133427
31,30,-0.543596237432212,0.923372772522271,0.0964897354133427
20,30,-0.543596237432212,0.923372772522271,0.0964897354133427
23,30,-0.895297784095063,0.554692073401226,0.507636649756814
20,30,-0.969340214971453,0.477075084112585,0.594193894881755
19,30,-0.969340214971453,0.477075084112585,0.594193894881755
32,30,-0.969340214971453,0.477075084112585,0.594193894881755
26,30,-0.969340214971453,0.477075084112585,0.594193894881755
21,30,-0.969340214971453,0.477075084112585,0.594193894881755
28,30,-0.969340214971453,0.477075084112585,0.594193894881755
24,30,-0.969340214971453,0.477075084112585,0.594193894881755
24,30,-0.846217576705385,0.518216457780606,-0.106701285170857
17,30,-0.742036882787943,0.553028389345855,-0.699766437523067
22,30,-0.742036882787943,0.553028389345855,-0.699766437523067
16,30,-0.742036882787943,0.553028389345855,-0.699766437523067
24,30,-0.742036882787943,0.553028389345855,-0.699766437523067
29,30,-0.742036882787943,0.553028389345855,-0.699766437523067
18,30,-0.742036882787943,0.553028389345855,-0.699766437523067
19,30,-0.742036882787943,0.553028389345855,-0.699766437523067
29,30,-0.742036882787943,0.553028389345855,-0.699766437523067
25,30,-0.776212527677417,0.506711290162057,-0.661332060061395
24,30,-0.813236142974347,0.456534432712942,-0.619694817811251
23,30,-0.813236142974347,0.456534432712942,-0.619694817811251
21,30,-0.813236142974347,0.456534432712942,-0.619694817811251
25,30,-0.813236142974347,0.456534432712942,-0.619694817811251
20,30,-0.813236142974347,0.456534432712942,-0.619694817811251
23,30,-0.813236142974347,0.456534432712942,-0.619694817811251
21,30,-0.813236142974347,0.456534432712942,-0.619694817811251
22,30,-0.813236142974347,0.456534432712942,-0.619694817811251
17,30,-0.678174421602093,0.0666361886405331,-0.399683274328709
19,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
19,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
14,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
17,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
15,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
16,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
15,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
14,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
18,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
17,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
20,30,-0.526229985058308,-0.371999335940927,-0.152170287910849
16,30,0.0280324169434607,-0.506529022473842,-0.107599208364263
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
15,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
11,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
14,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
14,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
15,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
14,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
7,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
14,30,0.582294818945229,-0.641058709006757,-0.0630281288176775
13,30,0.493949044889842,-0.577034013381658,-0.202689118504238
20,30,0.199463131371886,-0.363618361297995,-0.668225750792772
19,30,0.199463131371886,-0.363618361297995,-0.668225750792772
15,30,0.199463131371886,-0.363618361297995,-0.668225750792772
16,30,0.199463131371886,-0.363618361297995,-0.668225750792772
14,30,0.199463131371886,-0.363618361297995,-0.668225750792772
14,30,0.199463131371886,-0.363618361297995,-0.668225750792772
14,30,0.199463131371886,-0.363618361297995,-0.668225750792772
21,30,0.199463131371886,-0.363618361297995,-0.668225750792772
14,30,0.199463131371886,-0.363618361297995,-0.668225750792772
13,30,0.199463131371886,-0.363618361297995,-0.668225750792772
15,30,0.199463131371886,-0.363618361297995,-0.668225750792772
18,30,0.199463131371886,-0.363618361297995,-0.668225750792772
12,30,0.613351325038821,-0.220462610169003,-0.424075450282544
16,30,0.820295421872288,-0.148884734604508,-0.30200030002743
11,30,0.820295421872288,-0.148884734604508,-0.30200030002743
14,30,0.820295421872288,-0.148884734604508,-0.30200030002743
18,30,0.820295421872288,-0.148884734604508,-0.30200030002743
13,30,0.820295421872288,-0.148884734604508,-0.30200030002743
16,30,0.820295421872288,-0.148884734604508,-0.30200030002743
16,30,0.820295421872288,-0.148884734604508,-0.30200030002743
11,30,0.820295421872288,-0.148884734604508,-0.30200030002743
15,30,0.820295421872288,-0.148884734604508,-0.30200030002743
14,30,0.820295421872288,-0.148884734604508,-0.30200030002743
17,30,0.820295421872288,-0.148884734604508,-0.30200030002743
16,30,0.820295421872288,-0.148884734604508,-0.30200030002743
17,30,0.738007620223524,-0.100796752472353,-0.261050887953709
21,30,0.120849107857794,0.259863113518804,0.0460697025991976
23,30,0.120849107857794,0.259863113518804,0.0460697025991976
19,30,0.120849107857794,0.259863113518804,0.0460697025991976
20,30,0.120849107857794,0.259863113518804,0.0460697025991976
15,30,0.120849107857794,0.259863113518804,0.0460697025991976
16,30,0.120849107857794,0.259863113518804,0.0460697025991976
18,30,0.120849107857794,0.259863113518804,0.0460697025991976
21,30,0.120849107857794,0.259863113518804,0.0460697025991976
17,30,0.120849107857794,0.259863113518804,0.0460697025991976
19,30,0.120849107857794,0.259863113518804,0.0460697025991976
16,30,0.291719296190422,-0.159258965490153,0.299523535592016
11,30,0.511409538332373,-0.698130209930241,0.625392749439925
11,30,0.511409538332373,-0.698130209930241,0.625392749439925
13,30,0.511409538332373,-0.698130209930241,0.625392749439925
12,30,0.511409538332373,-0.698130209930241,0.625392749439925
16,30,0.511409538332373,-0.698130209930241,0.625392749439925
14,30,0.511409538332373,-0.698130209930241,0.625392749439925
11,30,0.511409538332373,-0.698130209930241,0.625392749439925
14,30,0.511409538332373,-0.698130209930241,0.625392749439925
12,30,0.511409538332373,-0.698130209930241,0.625392749439925
15,30,0.511409538332373,-0.698130209930241,0.625392749439925
12,30,0.511409538332373,-0.698130209930241,0.625392749439925
17,30,0.511409538332373,-0.698130209930241,0.625392749439925
16,30,0.511409538332373,-0.698130209930241,0.625392749439925
13,30,0.511409538332373,-0.698130209930241,0.625392749439925
10,30,0.21018323590979,-0.686517752148211,-0.0108448590151966
15,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
14,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
17,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
18,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
16,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
18,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
16,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
12,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
17,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
12,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
14,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
17,30,-0.241656217724085,-0.669099065475166,-0.965201271697879
17,30,-0.246507558862076,-0.542080123717075,-0.448768802973277
20,30,-0.253438046202064,-0.360624492634088,0.288991866633296
16,30,-0.253438046202064,-0.360624492634088,0.288991866633296
16,30,-0.253438046202064,-0.360624492634088,0.288991866633296
16,30,-0.253438046202064,-0.360624492634088,0.288991866633296
16,30,-0.253438046202064,-0.360624492634088,0.288991866633296
15,30,-0.253438046202064,-0.360624492634088,0.288991866633296
18,30,-0.253438046202064,-0.360624492634088,0.288991866633296
14,30,-0.253438046202064,-0.360624492634088,0.288991866633296
15,30,-0.253438046202064,-0.360624492634088,0.288991866633296
16,30,-0.253438046202064,-0.360624492634088,0.288991866633296
23,30,-0.253438046202064,-0.360624492634088,0.288991866633296
21,30,-0.504759412125817,-0.387940562374535,0.526100102900749
14,30,-0.659418714232743,-0.40475045144558,0.67201286368072
16,30,-0.659418714232743,-0.40475045144558,0.67201286368072
17,30,-0.659418714232743,-0.40475045144558,0.67201286368072
17,30,-0.659418714232743,-0.40475045144558,0.67201286368072
15,30,-0.659418714232743,-0.40475045144558,0.67201286368072
17,30,-0.659418714232743,-0.40475045144558,0.67201286368072
17,30,-0.659418714232743,-0.40475045144558,0.67201286368072
12,30,-0.659418714232743,-0.40475045144558,0.67201286368072
21,30,-0.659418714232743,-0.40475045144558,0.67201286368072
14,30,-0.659418714232743,-0.40475045144558,0.67201286368072
20,30,-0.659418714232743,-0.40475045144558,0.67201286368072
22,30,-0.273486876860261,0.319968886652284,-0.423907109980725
16,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
19,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
21,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
19,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
27,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
21,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
27,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
21,30,-0.0933853527531028,0.658171244431287,-0.935336431022733
21,30,-0.223314261529595,0.455269637362411,-0.527098063845187
19,30,-0.483172079082578,0.0494664232246578,0.289378670509905
18,30,-0.483172079082578,0.0494664232246578,0.289378670509905
20,30,-0.483172079082578,0.0494664232246578,0.289378670509905
24,30,-0.483172079082578,0.0494664232246578,0.289378670509905
26,30,-0.483172079082578,0.0494664232246578,0.289378670509905
17,30,-0.483172079082578,0.0494664232246578,0.289378670509905
18,30,-0.483172079082578,0.0494664232246578,0.289378670509905
20,30,-0.483172079082578,0.0494664232246578,0.289378670509905
16,30,-0.483172079082578,0.0494664232246578,0.289378670509905
20,30,-0.444246083148755,0.117149596568197,-0.0236686093267053
22,30,-0.327468095347285,0.320199116598815,-0.962810448836535
25,30,-0.327468095347285,0.320199116598815,-0.962810448836535
21,30,-0.327468095347285,0.320199116598815,-0.962810448836535
20,30,-0.327468095347285,0.320199116598815,-0.962810448836535
25,30,-0.327468095347285,0.320199116598815,-0.962810448836535
18,30,-0.327468095347285,0.320199116598815,-0.962810448836535
16,30,-0.327468095347285,0.320199116598815,-0.962810448836535
23,30,-0.327468095347285,0.320199116598815,-0.962810448836535
19,30,-0.327468095347285,0.320199116598815,-0.962810448836535
22,30,0.477356751703403,0.147296234838326,0.122168549209494
17,30,0.779166069347411,0.0824576541781425,0.529035673476756
21,30,0.779166069347411,0.0824576541781425,0.529035673476756
17,30,0.779166069347411,0.0824576541781425,0.529035673476756
15,30,0.779166069347411,0.0824576541781425,0.529035673476756
19,30,0.779166069347411,0.0824576541781425,0.529035673476756
8,30,0.779166069347411,0.0824576541781425,0.529035673476756
16,30,0.779166069347411,0.0824576541781425,0.529035673476756
17,30,0.779166069347411,0.0824576541781425,0.529035673476756
15,30,0.779166069347411,0.0824576541781425,0.529035673476756
17,30,0.779166069347411,0.0824576541781425,0.529035673476756
17,30,0.779166069347411,0.0824576541781425,0.529035673476756
16,30,-0.166334442445077,-0.395419131207746,0.416610156506067
18,30,-0.596107402350754,-0.612635851837695,0.365507648792118
15,30,-0.596107402350754,-0.612635851837695,0.365507648792118
13,30,-0.596107402350754,-0.612635851837695,0.365507648792118
17,30,-0.596107402350754,-0.612635851837695,0.365507648792118
11,30,-0.596107402350754,-0.612635851837695,0.365507648792118
12,30,-0.596107402350754,-0.612635851837695,0.365507648792118
18,30,-0.596107402350754,-0.612635851837695,0.365507648792118
19,30,-0.596107402350754,-0.612635851837695,0.365507648792118
20,30,-0.596107402350754,-0.612635851837695,0.365507648792118
16,30,-0.596107402350754,-0.612635851837695,0.365507648792118
16,30,-0.596107402350754,-0.612635851837695,0.365507648792118
13,30,-0.596107402350754,-0.612635851837695,0.365507648792118
26,30,0.129353643699477,0.705204637685361,0.91774710900007
22,30,0.158372085541487,0.757918257266283,0.939836687408388
24,30,0.158372085541487,0.757918257266283,0.939836687408388
24,30,0.158372085541487,0.757918257266283,0.939836687408388
25,30,0.158372085541487,0.757918257266283,0.939836687408388
24,30,0.158372085541487,0.757918257266283,0.939836687408388
19,30,0.158372085541487,0.757918257266283,0.939836687408388
20,30,0.158372085541487,0.757918257266283,0.939836687408388
19,30,0.0801501880939069,0.751324031649059,0.842206938290282
23,30,-0.584735940210521,0.695273113902658,0.0123540707863867
18,30,-0.584735940210521,0.695273113902658,0.0123540707863867
23,30,-0.584735940210521,0.695273113902658,0.0123540707863867
26,30,-0.584735940210521,0.695273113902658,0.0123540707863867
23,30,-0.584735940210521,0.695273113902658,0.0123540707863867
21,30,-0.584735940210521,0.695273113902658,0.0123540707863867
30,30,-0.584735940210521,0.695273113902658,0.0123540707863867
20,30,-0.584735940210521,0.695273113902658,0.0123540707863867
21,30,-0.535511431905131,0.565701626396428,-0.0944733374441663
18,30,-0.437062415294349,0.306558651383966,-0.308128153905272
17,30,-0.437062415294349,0.306558651383966,-0.308128153905272
22,30,-0.437062415294349,0.306558651383966,-0.308128153905272
22,30,-0.437062415294349,0.306558651383966,-0.308128153905272
24,30,-0.437062415294349,0.306558651383966,-0.308128153905272
20,30,-0.437062415294349,0.306558651383966,-0.308128153905272
19,30,-0.437062415294349,0.306558651383966,-0.308128153905272
21,30,-0.437062415294349,0.306558651383966,-0.308128153905272
16,30,-0.437062415294349,0.306558651383966,-0.308128153905272
16,30,-0.310859312361572,0.199109091365244,-0.297224346257281
12,30,0.572562408167869,-0.55303782876581,-0.220897692721337
15,30,0.572562408167869,-0.55303782876581,-0.220897692721337
14,30,0.572562408167869,-0.55303782876581,-0.220897692721337
13,30,0.572562408167869,-0.55303782876581,-0.220897692721337
9,30,0.572562408167869,-0.55303782876581,-0.220897692721337
19,30,0.572562408167869,-0.55303782876581,-0.220897692721337
